,word,frequency
11399,marcus,1
11430,queueing,1
14896,prepaying,1
14897,shaky,1
14898,cosigning,1
11396,constitutionally,1
14899,secondbiggest,1
11394,beck,1
11393,farce,1
11392,statehouse,1
14901,amicable,1
11391,tenth,1
11389,downtrodden,1
11410,barometer,1
11411,"women
empowering",1
14893,transitioned,1
14892,huddled,1
14875,log,1
14876,mypay,1
11429,shanklin,1
14877,lastly,1
11428,beautician,1
11427,mchale,1
11426,tracey,1
14879,fers,1
11424,craze,1
11423,bonding,1
14880,csrs,1
14881,thriftline,1
11422,sisterhood,1
14882,bldg,1
14883,plentiful,1
14886,misunderstand,1
14887,boring,1
11420,faltered,1
14888,entitles,1
11419,crisp,1
14889,jayakumar,1
14890,highinterest,1
14891,unprecedented,1
12088,â£437600,1
13337,marilyn,1
14470,demming,1
12962,"regulate""",1
12961,"""nudge",1
12960,jam,1
12959,keohane,1
12958,pensionsaving,1
13726,disorientatedâ€,1
13727,â€œso,1
13728,fridge,1
12956,reenrol,1
13730,mealâ€,1
12955,enrol,1
12954,"points""",1
12953,"""pinch",1
13731,useâ€,1
13732,buytolets,1
12952,"step""",1
13733,â€œsecureâ€,1
13734,â€œcrippleâ€,1
13736,seemsâ€,1
13737,â€œon,1
13738,werenâ€™t,1
12947,gratia,1
12946,#25,1
13739,forâ€,1
13740,stan,1
13741,benes,1
13725,â€œat,1
12963,incomecontingent,1
12984,â€œapproved,1
12964,"childcare""",1
13707,â£2450,1
12982,appropriateâ€,1
13708,bed,1
13709,fouryearold,1
12981,retreat,1
12979,â€œsome,1
12978,differentlyâ€,1
13713,costsâ€,1
12977,â€œeach,1
13714,â€œsetup,1
13715,grantâ€,1
13716,familyâ€™s,1
12974,"trendsâ€
first",1
12973,â€œtop,1
12972,conferenceâ€™s,1
13717,skyrocketed,1
12971,planadviser,1
13719,â£45,1
12969,"choose""",1
12968,"""closing",1
13720,â£90,1
13721,frighteningâ€,1
12967,"ideas""",1
12966,"""interesting",1
13722,doctorsâ€™,1
13742,opora,1
13743,misnamed,1
13744,â€œno,1
13745,guidanceâ€,1
12930,ã¢â‚¬å“knowledgeable,1
12929,hardcopy,1
13764,$470000,1
12927,asia,1
13765,$367000,1
12926,boulding,1
12925,adrian,1
12924,policyholder,1
12923,reneged,1
13766,$21250,1
13767,$780000,1
12919,hovered,1
13769,recommenced,1
12918,tumbling,1
13771,salarysacrificed,1
12915,billy,1
13772,cream,1
12913,intervening,1
12912,misselling,1
12911,marred,1
12910,thatcher,1
13773,â£80,1
12909,prosperous,1
12908,denial,1
13774,partstate,1
12931,knowledgeableã¢â‚¬â,1
13763,$113000,1
13762,costsâ€œ,1
13751,economise,1
13746,helena,1
12945,clerical,1
12944,"""suspense",1
13748,fertility,1
12943,twoandahalf,1
12942,ascertained,1
12941,categorically,1
12940,grouville,1
13749,fiveyearold,1
13750,meath,1
12939,jw,1
13752,hydroelectric,1
13761,wraparound,1
12938,debited,1
12937,receipted,1
13754,â‚¬400,1
13755,â£340,1
13756,pinchâ€,1
13757,householdâ€™s,1
12936,#62236,1
13758,generously,1
12934,evanston,1
12933,advisorã‚â®,1
13760,â€œunder,1
12983,meps,1
12985,industryâ€,1
14469,worstperforming,1
13662,scramble,1
13664,trac,1
13043,$392340,1
13665,roseanna,1
13666,vogt,1
13667,calvert,1
13041,$54000,1
13668,trek,1
13669,crownsville,1
13040,850,1
13670,possession,1
13038,5596,1
13671,chesapeake,1
13672,prentice,1
13673,huntingtown,1
13036,oregonianoregonlive,1
13035,7600,1
13034,16about,1
13674,cerebral,1
13033,decisionsâ€,1
13675,palsy,1
13677,likened,1
13679,glimpse,1
13680,chest,1
13032,accordinglyâ€,1
13031,â€œholistic,1
13663,surfaced,1
13661,frantic,1
13706,nightmareâ€,1
13660,prince,1
13640,couldnã¢â‚¬â„¢t,1
13641,"how

jamie",1
13054,outlier,1
13642,sheffield,1
13643,dashing,1
13644,nasty,1
13053,$248182,1
13645,googled,1
13646,slog,1
13647,moneyadviceservice,1
13648,en,1
13052,neuwelts,1
13649,debtremedyif,1
13650,adviceor,1
13651,debtlineon,1
13652,deluged,1
13049,$248547,1
13653,$1billion,1
13047,neurosurgeon,1
13654,allconsuming,1
13655,temp,1
13656,conscripted,1
13045,ohsus,1
13044,ostensibly,1
13659,marylander,1
13682,mitchel,1
13029,ninth,1
13028,toolâ€,1
13027,â€œsolutions,1
13690,shina,1
13002,participantsâ€™,1
13001,qdias,1
13692,"enough

payments",1
13000,â€œdbitizeâ€,1
12999,supplementalâ€,1
12998,â€œ401k,1
12997,sponsorsâ€™,1
13694,â€œnowhere,1
13695,enoughâ€,1
12996,costâ€,1
12995,$27,1
12994,cfo,1
12993,â€œtypically,1
13697,russian,1
12992,adequatelyâ€,1
13698,invasion,1
13700,clive,1
12991,â€œfunding,1
12990,trappedâ€,1
13702,archbishop,1
12989,tina,1
12988,plansâ€,1
13704,annette,1
13705,â€œbureaucratic,1
13004,â€œoptimize,1
13005,reenrollment,1
13006,incomeâ€,1
13688,annapolis,1
13026,personalâ€,1
13683,candid,1
13025,securityâ€,1
13685,recalled,1
13024,â€œplan,1
13023,outcomeâ€,1
13686,juanita,1
13687,cage,1
13021,seventh,1
13020,proscriptive,1
13019,glidepath,1
13018,certain],1
13689,continuously,1
13017,[a,1
13016,â€œindividualized,1
13015,datadriven,1
13014,platformsâ€,1
13013,enrollmentâ€,1
13012,â€œinnovation,1
13011,defaultâ€,1
13010,â€œtargetdate,1
13009,criticalâ€,1
13008,irrelevantâ€,1
13007,â€œsavers,1
13775,â£438,1
13776,noel@noelwhittakercomau,1
13778,locale,1
12801,compulsively,1
12799,addiction,1
12797,spree,1
13883,gould,1
12794,syndication,1
13885,vertical,1
12793,ht,1
12792,retirementsecurity,1
13886,segregation,1
13887,progression,1
12791,rhee,1
12790,nari,1
12789,fisher,1
12787,moreaggressive,1
12786,longheld,1
13888,"board

theres",1
12785,diverted,1
12784,ag,1
13889,sociological,1
13890,chang,1
13891,hwan,1
13892,sociology,1
13893,tamborini,1
10925,â£149030,1
12783,apache,1
12782,bangladesh,1
12800,mismanage,1
13882,schoolwork,1
12902,finicity,1
12802,compulsive,1
13858,surface,1
12816,consisting,1
13859,pernicious,1
13860,loyal,1
13861,675,1
12814,worksheet,1
12813,conquering,1
13863,"don""t",1
12812,thaw,1
13864,subsidising,1
12811,freezer,1
13865,remortgagging,1
13868,"aren""t",1
12808,gerri,1
13869,ppp,1
13871,ticketing,1
13872,"summer""s",1
12807,conquer,1
13876,visaissued,1
13877,barred,1
12805,alcoholic,1
13878,european,1
13879,onenil,1
13880,dprosser@independentcouk,1
13881,nowpensions,1
13894,participates,1
12781,buyersplan,1
12780,designating,1
12779,attach,1
12755,territorial,1
12754,theme,1
12752,doubtful,1
12751,enrichment,1
12750,gorstwilliams,1
12749,apprehended,1
12748,actionfraudpoliceuk,1
12747,2040,1
12746,123,1
13911,30pc,1
13912,50pc,1
12745,0300,1
13914,twofifths,1
12744,cyber,1
12743,acquired,1
13915,thin,1
13916,"""payment",1
13917,universityilcuk,1
13918,â£62200,1
13919,75s,1
13920,â£30900,1
13921,"""todays",1
13922,finney,1
12739,"address""",1
12737,postage,1
13909,fluctuation,1
12758,pooled,1
12759,harper,1
13904,allocating,1
12778,2014you,1
13895,widening,1
12777,wwwcraarcgcca,1
13896,monique,1
13897,morrissey,1
13898,epi,1
13899,emphasizes,1
13902,myra,1
12775,2015why,1
12773,"vehicle""",1
12772,"""government",1
13905,optimise,1
12760,fragile,1
12771,$24930,1
13906,longrun,1
12769,imum,1
13907,riskreturn,1
12767,martindale,1
12766,davis,1
12764,"here""",1
12763,veto,1
13908,versa,1
12762,dwight,1
12761,flaherty,1
12817,tactile,1
12818,spawned,1
12819,uneducated,1
12862,incidental,1
12879,"agreements
that",1
13793,t1m,1
12877,"like
this",1
13796,qc,1
12876,"says
floating",1
12875,"would
have",1
12874,post2012,1
13797,ottawabased,1
13798,thomson,1
12873,apprenticeship,1
13799,adrache@drachecom,1
13800,confession,1
13801,bucketts,1
13802,pullenvale,1
12871,wakeup,1
13803,acreage,1
12869,revamp,1
13804,"""no""",1
13805,wherever,1
13807,deviate,1
13808,ambiguous,1
12867,damian,1
12866,harvard,1
13809,mate,1
13810,etcetera,1
12880,"flying
freeholds",1
13792,movingexpense,1
12881,"not
part",1
12894,checkbook,1
12901,300to850,1
12900,recalculation,1
13780,joshua,1
13781,planting,1
13782,longsuffering,1
12898,cusp,1
13785,"""university",1
13786,"institution""",1
12896,53million,1
13787,nontechnical,1
12895,79million,1
12893,thisismoney,1
13791,trailer,1
13788,it178r3,1
12891,mcdermott,1
12890,darius,1
12889,"the
property",1
12888,resell,1
12887,"willing
to",1
12886,"bet
is",1
13789,623,1
13790,lodging,1
12883,"risk
from",1
12882,passageway,1
13811,informationresearch,1
12861,judicial,1
13857,beneath,1
12860,repeated,1
13836,upgraded,1
13837,managementâ€,1
13838,directsold,1
13839,57000,1
12836,backpaid,1
12835,renewing,1
13842,nickname,1
13845,rebranding,1
13846,staid,1
13847,"""shabby""",1
12832,yougov,1
13851,goodvalue,1
12831,polling,1
12830,myrtle,1
12829,"month

more",1
12828,323000,1
12827,nationalpost,1
13852,ship,1
12826,marr,1
12825,garry,1
13854,"lenders""",1
12823,speaks,1
12822,ivey,1
13855,penalise,1
13856,dishonesty,1
13835,betterâ€,1
12838,underpaid,1
13834,31000,1
13818,diversifying,1
12859,incident,1
12858,flowed,1
12857,flouting,1
12856,discretion,1
12854,literary,1
13814,conscience,1
13815,prefers,1
12853,elmore,1
13816,brick,1
13817,mortar,1
12851,butch,1
13819,overseas,1
12840,totalling,1
13823,"programs

the",1
13825,prescribe,1
13826,preexposure,1
13827,prophylaxis,1
13828,suppression,1
13829,hivaids,1
12847,akers,1
13830,oklahomaâ€™s,1
12844,$1500,1
12843,hauled,1
13831,randy,1
13638,waltmann,1
13055,$1575,1
13056,$18900,1
13439,quinsee,1
13442,dump,1
13443,vadim,1
13248,stocked,1
13445,alliancebernstein,1
13446,nifty,1
13448,slicing,1
13449,foregoing,1
13450,beverage,1
13451,snack,1
13452,pepsico,1
13453,weapon,1
13244,basta,1
13455,northrop,1
13456,grumman,1
13242,rutten,1
13241,torpedo,1
13457,mobil,1
13458,fedex,1
13460,underperformed,1
13461,adam,1
13462,defines,1
13463,coca,1
13464,myers,1
13239,buzz,1
13465,squibb,1
13440,factset,1
13437,headlong,1
13205,"agent""",1
13436,"way""",1
13420,savannah,1
13421,shook,1
13271,substituting,1
13270,bouquet,1
13422,"""finally",1
13423,crawl,1
13424,"business""",1
13425,$125000,1
13266,decorate,1
13265,sheetrock,1
13427,"place""",1
13428,marypatt,1
13263,lawn,1
13431,jared,1
13262,manicured,1
13261,pole,1
13260,plunk,1
13433,wholeheartedly,1
13259,banquet,1
13258,tent,1
13434,"more""",1
13257,linen,1
13256,silverware,1
13254,barbecue,1
13253,fiance,1
13466,procter,1
13467,chevron,1
13468,trailed,1
13238,champagne,1
13489,"""scottish",1
13490,â£23181,1
13491,"express""",1
13492,welsh,1
13493,whilst,1
13494,breeze,1
13495,telford,1
13496,jesse,1
13500,worthless,1
13216,"service""",1
13501,merging,1
13215,believer,1
13214,endeavor,1
13503,nasdaq,1
13213,experise,1
13212,olsons,1
13504,rejoice,1
13506,outperformed,1
13211,bono,1
13210,butter,1
13507,tripling,1
13209,"run""",1
13508,lovehate,1
13208,"rated""",1
13207,aplus,1
13488,whereabouts,1
13487,"""since",1
13486,trustees],1
13228,vine,1
13469,discerning,1
13237,hangover,1
13236,postwedding,1
13235,heffron,1
13234,richland,1
13233,brewer,1
13232,civic,1
13470,marathon,1
13471,donnelley,1
13230,710,1
13473,epoch,1
13474,megacap,1
13485,replied,1
13227,370,1
13225,silent,1
13476,americamerrill,1
13477,megacaps,1
13478,mod,1
13479,djnwires,1
13480,"crusader

reader",1
13482,poole,1
13222,3707732,1
13484,crusader,1
13221,608,1
13272,reuse,1
13419,conrad,1
13418,mississippi,1
13310,invoice,1
13323,"accountable""",1
13362,lasted,1
13321,dca,1
13363,$317000,1
13320,maxine,1
13319,congresswoman,1
13364,highyield,1
13318,bridalsave,1
13367,$1479,1
13368,$17748,1
13369,townhouse,1
13371,$28000,1
13317,bridalguide,1
13316,modernbrides,1
13372,meow,1
13315,subway,1
13373,$55000,1
13314,stir,1
13374,dependable,1
13375,mesabi,1
13376,portugal,1
13377,ticc,1
13313,attendant,1
13312,suv,1
13311,rebel,1
13324,convenes,1
13360,markedly,1
13325,al,1
13329,devos,1
13336,degunia,1
13341,outraged,1
13335,$2400,1
13342,salaried,1
13334,ã¢â‚¬â¢,1
13333,httpsfinancialserviceshousegovnewsdocumentsingleaspxdocumentid=404289,1
13332,strengthen,1
13344,missouri,1
13345,stipulation,1
13346,bristled,1
13347,inquired,1
13328,betsy,1
13359,stamped,1
13348,francis,1
13351,galling,1
13352,replenished,1
13353,slender,1
13354,administer,1
13327,$33000,1
13355,wiesehan,1
13326,convening,1
13356,revealing,1
13357,misuse,1
13358,rubber,1
13378,linnco,1
13379,calumet,1
13273,dried,1
13380,specialty,1
13400,largo,1
13401,33775,1
13402,mjberko@yahoocom,1
13292,layer,1
13291,dancing,1
13290,cocktail,1
13289,kutcher,1
13288,ashton,1
13287,demi,1
13407,monk,1
13409,#3600,1
13410,#20,1
13281,salad,1
13280,server,1
13279,buffet,1
13278,toaster,1
13411,exhusbands,1
13277,deepen,1
13412,kickstart,1
13413,7467,1
13414,1294,1
13415,wwwtucorgukstakeholder,1
13276,banner,1
13417,bidens,1
13274,gardener,1
13399,8303,1
13398,easytounderstand,1
13397,enormously,1
13388,protective,1
13381,dominion,1
13309,overestimate,1
13308,offbeat,1
13382,idiot,1
13383,recycled,1
13384,cardiac,1
13385,stent,1
13306,solver,1
13305,designate,1
13386,highcommission,1
13387,hancock,1
13304,rational,1
13295,signature,1
13303,florist,1
13302,nuptials,1
13389,thrivent,1
13299,crew,1
13298,rosamilia,1
13391,jackson,1
13393,guesstimate,1
13395,827,1
13297,critchell,1
13396,precise,1
13296,agonize,1
13206,"cant""",1
13510,"following
how",1
13636,redistribution,1
13578,spillover,1
13579,nsch,1
13101,"""itll",1
13100,snap,1
13099,flock,1
13580,uninsurance,1
13581,falsification,1
13098,"""super",1
13097,vouchercodes,1
13096,jimmy,1
13095,debenhams,1
13094,maplin,1
13093,poundworld,1
13583,osf,1
13584,io,1
13091,tycoon,1
13585,preprints,1
13586,socarxiv,1
13587,csj,1
13588,â€˜you,1
13090,"itself""",1
13589,missive,1
13591,selbey,1
13089,clickandcollect,1
13088,fuelled,1
13087,fulfilment,1
13102,busiest,1
13103,"crowds""",1
13204,adrc,1
13104,postponement,1
13563,"concerns""",1
13121,"25000""",1
13120,latinx,1
13119,disproportionate,1
13564,"relationships""",1
13118,cancelling,1
13117,largescale,1
13566,"""employee",1
13567,"trends""",1
13115,mechele,1
13114,"""instead",1
13113,"grades""",1
13568,a+,1
13569,motorcycle,1
13112,radiotelevisionfilm,1
13570,svcs,1
13571,432152220,1
13572,framemark,1
13110,freed,1
13109,$95000,1
13108,engineering,1
13573,yourlife,1
13575,abstract,1
13577,"osfio

ã¢â‚¬å“context",1
13105,tx,1
13596,recentlyintroduced,1
13086,spite,1
13598,practising,1
13085,"""friday",1
13617,aj,1
13618,"income
the",1
13619,ã‚â£260000,1
13620,ã‚â£445000,1
13065,â£165billion,1
13621,summit,1
13622,incomplete,1
13064,wwworegoniancom,1
13623,guim,1
13624,bb,1
13625,abe,1
13626,ac,1
13062,c2015,1
13627,dba,1
13628,jpghistorically,1
13630,"graduates

*",1
13631,ã‚â£49310,1
13061,___,1
13060,@tedsickinger,1
13059,5032218505,1
13058,tsickinger@oregoniancom,1
13633,vastly,1
13057,sickinger,1
13634,legitimately,1
13635,uncapped,1
13616,frontandcentre,1
13615,illiquid,1
13614,â€˜excessive,1
13077,rain,1
13084,richardson,1
13599,latitude,1
13600,esg,1
13601,nudged,1
13081,â£321,1
13602,â€˜double,1
13603,defaulter,1
13604,flocked,1
13605,contention,1
13079,intelligence,1
13078,deirdre,1
13076,gale,1
13613,productive,1
13606,â€˜buyside,1
13607,hubris,1
13075,disappointing,1
13608,drift,1
13609,shield,1
13074,fillip,1
13073,vouchercodescouk,1
13072,â£268,1
13071,â£165,1
13610,laurel,1
13611,â€˜right,1
13562,prospecting,1
13561,"advice""",1
13560,"""providing",1
13541,48minutes,1
13530,schemecomes,1
13531,meansworkers,1
13188,randomly,1
13532,furloughwill,1
13187,sunk,1
13186,backward,1
13185,yakoboski,1
13534,seiss,1
13184,replenishment,1
13183,intense,1
13182,laying,1
13535,â£31250,1
13180,slid,1
13179,lecture,1
13178,forester,1
13177,subaru,1
13538,uploaded,1
13176,wheel,1
13175,leased,1
13539,prerecorded,1
13540,canview,1
13174,downsized,1
13173,unforeseen,1
13172,scrambling,1
13171,midge,1
13189,tinyurl,1
13529,thefurlough,1
13528,treasuryâ€™s,1
13519,866,1
13203,20plus,1
13511,downgrade,1
13512,micropayments,1
13513,$600,1
13514,carton,1
13515,smartspending,1
13516,tackling,1
13517,ebony,1
13199,maze,1
13198,lodi,1
13518,hazeleger,1
13520,2481871,1
13190,dje,1
13196,portage,1
13195,barboo,1
13521,wwwhomeplanadvisorscom,1
13193,trish,1
13522,thecoronavirus,1
13523,schemecame,1
13524,compulsorycontributions,1
13192,"mission""",1
13191,70plus,1
13526,employeesâ€™,1
13527,wagesas,1
13170,nev,1
13168,effortlessness,1
13559,"monitoring""",1
13167,automating,1
13548,eightyfour,1
13140,$98k,1
13139,$96k,1
13138,$59000,1
13549,sponsoring,1
13550,1974,1
13136,$12500,1
13135,$36000,1
13134,$17500,1
13552,"""professional",1
13553,"advisors""",1
13555,"""timely",1
13132,"savings
401k",1
13131,"savings

the",1
13130,moneymail,1
13129,bischoff,1
13556,"issues""",1
13128,cropping,1
13127,unacceptable,1
13557,"""selection",1
13126,grieving,1
13125,demonstrated,1
13558,"""investment",1
13124,dissatisfied,1
13123,wrapping,1
13141,$116k,1
13142,$118k2015,1
13143,$60k,1
13543,945am,1
13166,interfere,1
13165,authorization,1
13164,initiating,1
13163,psychologically,1
13542,hmrcis,1
13161,vivid,1
13160,uncovering,1
13159,wwwirsgov,1
13157,*note,1
13156,$183k,1
13155,$181000,1
13544,1045am,1
13144,$61k2015,1
13545,inhere,1
13153,$114000,1
13152,irsgov,1
13546,ohiobusiness,1
13151,$193k2015,1
13150,$191k,1
13547,wiremarch,1
13149,$183k2015,1
13148,$181k,1
13146,$71k2015,1
13145,$70k,1
12736,ebays,1
12735,"gesture""",1
12734,"protection""",1
14312,disruptive,1
12333,tsxs,1
12332,1335756,1
14313,strandquist,1
12331,38373,1
12330,s&ptsx,1
12328,sinking,1
12327,funny,1
12326,wwwgovuk,1
12325,612,1
12324,607,1
12323,07768,1
12322,2120,1
14314,"""retirees",1
12321,306,1
14315,[tap],1
12320,press_office@slccouk,1
12319,sorted,1
14316,"flow""",1
14317,unwillingness,1
12316,slcs,1
12315,wwwgovukstudentfinance,1
14319,pitting,1
12313,125m,1
14320,undermining,1
14321,accusation,1
12334,alarmed,1
12335,resolute,1
14359,investigates,1
12336,tenet,1
12356,unsettling,1
14302,dominant,1
14303,unquestionably,1
14304,orthodox,1
12355,diary,1
12354,attuned,1
12353,faring,1
12352,homecountry,1
14305,inexpensively,1
14306,amplification,1
12351,border,1
12350,â€œcan,1
12348,inflationâ€,1
12347,outearning,1
14307,est,1
12345,â€œhotâ€,1
14310,mortgagestyle,1
12344,recentlyâ€,1
12343,panicked,1
12342,outearn,1
12341,safeâ€,1
12340,uproot,1
14311,inexpensive,1
12339,â€œsuddenly,1
12338,weekâ€,1
14322,"sector""",1
12312,slumped,1
12311,splurge,1
14323,"australians""",1
14339,maledominated,1
12288,bodied,1
12287,legality,1
14340,jobkeeper,1
12286,taxpayersã¢â‚¬â„¢,1
12284,mayorã¢â‚¬â„¢s,1
14341,"started""",1
14342,casting,1
12283,timesunion,1
14344,weekã¢â‚¬â„¢s,1
12282,sundayã¢â‚¬â„¢s,1
14347,mortgagee,1
12281,dt,1
12280,wharf,1
12279,canary,1
12278,lapsed,1
14350,haggle,1
12277,evict,1
14351,discharge,1
14352,20132014,1
14353,accompanying,1
12276,complied,1
12275,"thereof""",1
14354,hesson,1
14355,threeyearold,1
12289,fouraker,1
12291,waif,1
12292,quarantine,1
14330,113,1
12310,surging,1
14324,ruston,1
12309,rsm,1
14325,"forwomen""",1
14326,"""women",1
14327,"roads""",1
12308,pugh,1
12307,thomas,1
14328,midmarch,1
12305,ã‚â£32,1
14329,20to29yearolds,1
14331,abbott,1
14338,ey,1
14332,50000,1
12301,householder,1
14334,623500,1
12300,chillicothes,1
12299,nolte,1
12298,kendra,1
12297,brighter,1
14336,opposing,1
14337,"workers""",1
12295,actrelated,1
12294,contributepay,1
12357,605,1
12358,screaming,1
14301,theologically,1
12399,"""gentle",1
14243,breed,1
14244,resentment,1
12415,"contributions

rrsp",1
14249,protestant,1
12414,gil,1
14250,existential,1
14252,accrediting,1
12413,noelwhit,1
12412,refurbishment,1
12411,inner,1
14254,celebrated,1
12410,loaned,1
12409,underemployment,1
12408,"extreme""",1
12407,"""seemed",1
12406,shane,1
12405,governing,1
14257,yale,1
12404,stevens,1
12403,successor,1
14260,relocate,1
14261,ordain,1
12402,625,1
12401,macfarlane,1
14262,lesbian,1
14242,upend,1
12417,km,1
14241,mundane,1
14234,stirpes,1
14226,mistakenly,1
14227,governs,1
12434,photocopy,1
14228,inattention,1
14229,orphaned,1
12432,pep,1
14231,anticipating,1
14232,predeceasing,1
